timestamp,close,ma5,ma30,ma200,rsi,close_t_1_prev,transformer_pred,RF_pred,GBM_pred,ma5_deviation_discrete,ma30_deviation_discrete,ma200_deviation_discrete,close_t_1_prev
2019-01-30 08:00:00,70.16,69.78998,73.15103333333333,67.158306,30.1547802717364,69.95,70.35,68.6,68.60181546113374,5.0,2.0,5.0,
2019-01-30 10:00:00,69.3385,69.95972,72.61865333333331,67.32521,30.076505348844734,70.6501,69.16,69.92538973024345,69.89274321648286,3.0,2.0,5.0,70.16
2019-01-30 12:00:00,69.6101,69.90624,72.09407333333334,67.4917915,57.193704167411965,69.7725,69.31,69.54523938708728,69.53265913920396,3.0,2.0,5.0,69.3385
2019-01-30 14:00:00,70.29,69.67422,71.62773999999999,67.66524199999999,65.54991539763122,69.36,70.28,70.76928934862235,70.76085117825508,5.0,3.0,5.0,69.6101
2019-01-30 16:00:00,71.52,70.40402,71.34174,67.848292,74.05389170170771,71.24,71.76,71.51900855966095,71.52206609748117,6.0,4.0,6.0,70.29
2019-01-31 08:00:00,70.91,71.48599999999999,70.78311666666667,68.18946700000001,56.81444436935413,72.45,70.92,71.52,71.52189273732193,3.0,4.0,5.0,71.52
2019-01-31 10:00:00,73.0,71.662,70.49711666666666,68.320242,62.21169226535493,70.35,73.12,73.44916941782026,73.43031938328505,7.0,6.0,6.0,70.91
2019-01-31 12:00:00,72.9862,72.16324,70.49332333333334,68.4644295,66.61020190705175,73.57,72.88,72.79915559062293,72.78720255961379,6.0,6.0,6.0,73.0
2019-01-31 14:00:00,72.3,72.82924,70.42965666666667,68.6053795,62.127483070486285,72.29,71.97,71.93003585824887,71.9188912285976,3.0,5.0,6.0,72.9862
2019-02-01 10:00:00,70.05,71.05600000000001,70.77245666666666,68.9018045,45.960502692998176,71.4,69.87,70.88533218192657,70.85971551365672,2.0,4.0,5.0,72.3
2019-02-01 12:00:00,71.14,70.89200000000001,70.94724333333333,69.0012545,43.8956197576887,70.86,70.77,71.04906523433559,71.05528733132824,5.0,4.0,5.0,70.05
2019-02-01 14:00:00,70.88,70.748,71.03224666666667,69.1036665,52.93466223698783,70.81,70.55,70.66632726244114,70.67437290866548,4.0,4.0,5.0,71.14
2019-02-01 16:00:00,70.8,70.87237999999999,71.09497666666667,69.198976,27.01702565464133,70.7319,71.15,70.7895359745415,70.80074552052278,4.0,4.0,5.0,70.88
2019-02-04 10:00:00,72.1146,71.0333,71.21117666666666,69.332999,48.63892641099429,70.57,71.89,72.06924042505801,72.05913554558175,6.0,5.0,5.0,70.8
2019-02-04 12:00:00,71.92,71.47739999999999,71.35683666666667,69.43306,55.01569426916484,71.8324,71.59,72.27317109185873,72.27976389646285,5.0,4.0,5.0,72.1146
2019-02-04 14:00:00,72.0,72.0054,71.50717,69.52551,55.08422872250275,72.16,72.22,71.9452295680833,71.93624174416505,4.0,4.0,5.0,71.92
2019-02-04 18:00:00,71.55,71.852,71.55350333333332,69.65590999999999,55.24216232803148,71.69,71.56,71.71917208094979,71.72162293908997,3.0,4.0,5.0,72.0
2019-02-05 10:00:00,74.66,72.72597999999999,71.7345,69.8042595,80.34453456933181,73.04,74.29,74.00845797194162,73.97604229053108,8.0,6.0,6.0,71.55
2019-02-05 12:00:00,72.825,73.34498,71.834,69.893316,61.58924024031451,73.51,72.51,72.80390400550402,72.79898989577788,3.0,5.0,5.0,74.66
2019-02-05 14:00:00,72.8,73.275,71.79479333333333,69.962716,55.16908504027274,72.58,73.1,73.08439335636496,73.07526322136358,3.0,5.0,5.0,72.825
2019-02-05 16:00:00,72.28,72.66199999999999,71.81196,70.025441,52.635431918008784,72.825,71.9,72.27658245747803,72.28208805265575,3.0,4.0,5.0,72.8
2019-02-05 18:00:00,72.55,72.607,71.84629333333332,70.061691,52.84256559766765,72.28,72.64,72.27938565268059,72.28185565499035,4.0,4.0,5.0,72.28
2019-02-06 08:00:00,72.75,72.476,71.97429333333334,70.172141,57.37134909596664,72.25,72.84,72.28015918824737,72.28191285030243,5.0,5.0,5.0,72.55
2019-02-06 10:00:00,71.55,72.408,72.09362666666667,70.2486205,42.390622288086966,72.94,71.64,71.79827008299303,71.78303799415566,2.0,4.0,5.0,72.75
2019-02-06 12:00:00,72.0846,72.35432,72.17968,70.31378649999999,31.0056937192082,72.447,71.82,72.26123322367104,72.23708186328135,3.0,4.0,5.0,71.55
2019-02-06 14:00:00,72.5,72.22724,72.29443666666666,70.3828095,47.02870725909671,72.5546,72.76,72.54860307014087,72.55310807198853,5.0,4.0,5.0,72.0846
2019-02-07 08:00:00,71.7,72.08292,72.39577000000001,70.470397,42.37701585580701,71.03,71.9,72.73227876188537,72.73482483605093,3.0,4.0,5.0,72.5
2019-02-07 10:00:00,72.32,71.86800000000001,72.39687,70.531897,48.41685022026429,71.66,72.8,72.45419067712201,72.44645816727713,5.0,4.0,5.0,71.7
2019-02-07 12:00:00,71.14,71.69800000000001,72.35453666666668,70.57875,43.18516699410609,71.67,71.02,71.36864779512263,71.34910041884096,3.0,3.0,4.0,72.32
2019-02-07 14:00:00,71.87,71.72,72.34153666666666,70.633,43.46285434995116,71.6,71.62,71.83505857395613,71.8396677437349,4.0,4.0,5.0,71.14
