timestamp,close,ma5,ma30,ma200,rsi,close_t_1_prev,transformer_pred,RF_pred,GBM_pred,ma5_deviation_discrete,ma30_deviation_discrete,ma200_deviation_discrete,close_t_1_prev
2019-01-30 08:00:00,133.511,132.70782,138.98214000000002,145.661147,37.33246498282166,132.9643,133.24,130.92696328970874,130.92816889632837,5.0,1.0,0.0,
2019-01-30 10:00:00,131.5179,133.0349,137.20547666666667,145.7129665,31.05823845492236,133.8193,131.55,132.7091708968753,132.69168848363955,2.0,1.0,0.0,133.511
2019-01-30 12:00:00,133.3068,133.10936,135.50136333333333,145.759166,45.785026700393445,133.3918,132.91,133.85269163796843,133.85333090559268,4.0,3.0,0.0,131.5179
2019-01-30 14:00:00,135.0572,133.44245999999998,134.21182666666667,145.8089475,62.0758821117193,133.9386,135.16,136.08615894156898,136.09111836322913,7.0,5.0,1.0,133.3068
2019-01-30 16:00:00,136.0262,135.01846,134.18570333333335,145.8465435,69.00161675017219,136.7635,136.78,136.026207884643,136.0299966572953,6.0,5.0,1.0,135.0572
2019-01-30 18:00:00,136.8215,136.22639999999998,134.22673666666665,145.859662,72.78229078907712,136.4636,136.71,136.026207884643,136.0299966572953,5.0,6.0,1.0,136.0262
2019-01-31 08:00:00,137.1895,136.96074,134.34114,145.8914265,69.98297389330313,137.1397,137.75,136.0267852307753,136.02803779776838,4.0,6.0,1.0,136.8215
2019-01-31 10:00:00,138.939,137.3763,134.40409666666667,145.9085255,69.69463828215763,136.4239,138.91,139.82245648098282,139.81049050588192,6.0,7.0,2.0,137.1895
2019-01-31 12:00:00,142.2097,139.14582,134.79180666666667,145.9618105,86.4583936294251,140.967,142.52,143.24158218019448,143.24226628825994,9.0,8.0,3.0,138.939
2019-01-31 14:00:00,144.1203,141.99934000000002,135.39034,146.02733300000003,88.31480631298487,143.7607,143.83,143.5193338566203,143.52456416731843,7.0,9.0,3.0,142.2097
2019-01-31 16:00:00,142.5576,143.0392,135.99333666666666,146.0444815,74.05288720992985,142.5477,142.84,142.55760826323004,142.5615789566425,3.0,8.0,3.0,144.1203
2019-01-31 18:00:00,143.0348,143.12266,136.75367333333332,146.0498495,77.41838574003593,143.3529,142.76,142.55760826323004,142.5615789566425,4.0,8.0,3.0,142.5576
2019-02-01 08:00:00,142.16,142.89168,138.58241,146.021368,70.70510182718618,143.005,142.42,142.55821333106985,142.55952604100642,3.0,6.0,3.0,143.0348
2019-02-01 10:00:00,142.4284,142.91554000000002,138.89788,146.01112849999998,65.0337779616035,142.16,142.3,144.43390123779875,144.432302836039,3.0,6.0,3.0,142.16
2019-02-01 12:00:00,145.719,143.45018,139.64212,146.0331435,65.09363360315183,143.9385,146.36,145.09666950056987,145.097089723868,7.0,8.0,4.0,142.4284
2019-02-01 14:00:00,144.1383,144.18904,140.44044,146.10211650000002,50.07967986401304,144.721,143.88,143.99436048580984,143.99933741844958,4.0,6.0,3.0,145.719
2019-02-01 16:00:00,143.8798,144.43735999999998,141.11920999999998,146.1543975,56.43506531430678,143.7287,144.0,143.88007880242827,143.88381586085853,3.0,6.0,3.0,144.1383
2019-02-01 18:00:00,143.9494,144.08343999999997,141.41561666666666,146.1789025,53.12378897535528,143.8798,143.85,143.88007880242827,143.88381586085853,4.0,5.0,3.0,143.8798
2019-02-04 08:00:00,145.1424,144.28343999999998,142.22677333333334,146.25748800000002,59.16711285620813,144.4465,145.86,143.88041901962197,143.88174390474302,5.0,6.0,4.0,143.9494
2019-02-04 10:00:00,145.9277,144.8819,142.7871266666667,146.293773,66.075573400803,144.8938,146.17,147.52576656296756,147.50395856730728,5.0,6.0,4.0,145.1424
2019-02-04 12:00:00,148.8753,146.67232,143.55607666666668,146.374608,79.50607339331972,148.5224,148.48,149.33013612789938,149.32996119851398,7.0,7.0,5.0,145.9277
2019-02-04 14:00:00,149.2913,148.2815,144.31338333333332,146.456044,71.73169811779871,148.7908,149.28,149.02780487530575,149.03234955870832,5.0,7.0,5.0,148.8753
2019-02-04 16:00:00,148.1844,148.74277999999998,144.76604333333336,146.5252135,76.11971130879374,148.5721,148.37,148.18528991253265,148.18853600749938,3.0,6.0,4.0,149.2913
2019-02-05 08:00:00,148.423,148.21818000000002,145.22956666666667,146.627459,77.78771615980892,147.8364,148.64,148.18503753946885,148.1864020625411,4.0,6.0,5.0,148.1844
2019-02-05 10:00:00,149.4567,148.582,145.65173666666666,146.709324,79.17588688826235,149.1189,149.22,149.3132876455906,149.28865504564104,5.0,6.0,5.0,148.423
2019-02-05 12:00:00,148.4528,148.89218,146.05568333333335,146.7643985,70.58272416026627,149.0095,148.17,148.09623541238608,148.0935216889411,3.0,5.0,4.0,149.4567
2019-02-05 14:00:00,149.3873,148.82854000000003,146.39699666666667,146.8166145,56.019375582868165,147.8364,148.94,149.05519158319737,149.05718025174394,5.0,6.0,5.0,148.4528
2019-02-05 16:00:00,148.9797,148.69576,146.81824,146.8655355,51.26461097647527,148.8226,148.86,148.9831502030272,148.98385820529325,4.0,5.0,5.0,149.3873
2019-02-05 18:00:00,148.92,148.7892,147.03462666666667,146.889146,47.35838586206396,148.9797,148.88,148.9798750779115,148.98385820529325,4.0,5.0,5.0,148.9797
2019-02-06 10:00:00,152.5189,149.5523,147.71211666666665,146.99380150000002,71.55470037470405,149.6159,153.14,152.0907916995407,152.06570088755052,8.0,7.0,6.0,148.92
2019-02-06 12:00:00,153.5725,151.47146,148.34486,147.0616615,70.94234928994618,153.0183,153.41,153.6990011172355,153.69618472840807,7.0,7.0,6.0,152.5189
2019-02-06 14:00:00,152.6778,153.13364,148.96519333333333,147.11773,66.14696586877466,153.8807,153.15,152.1665535792575,152.1685837590569,3.0,6.0,6.0,153.5725
2019-02-06 16:00:00,152.1012,152.93826,149.46424,147.1674855,69.81305632467986,152.4591,152.33,152.10472249347183,152.1054453301688,3.0,5.0,5.0,152.6778
2019-02-07 08:00:00,150.7193,151.7135,149.8145033333333,147.21793749999998,59.254632927698026,150.6101,150.23,152.10185439086882,152.1032549809223,3.0,4.0,5.0,152.1012
2019-02-07 10:00:00,146.9247,150.16922,149.81509666666665,147.22635250000002,42.78377733253292,150.4908,147.93,148.23419944480042,148.22151359458508,0.0,2.0,4.0,150.7193
