timestamp,close,ma5,ma30,ma200,rsi,close_t_1_prev,transformer_pred,RF_pred,GBM_pred,ma5_deviation_discrete,ma30_deviation_discrete,ma200_deviation_discrete,close_t_1_prev
2019-01-30 10:00:00,58.5561,58.70252000000001,58.80318333333333,53.797657,46.38737758433083,59.0148,58.63,58.46548366489133,58.46759752521618,3.0,3.0,9.0,
2019-01-30 12:00:00,58.8943,58.70992,58.856006666666666,53.91454400000001,50.32619811686714,58.5051,59.18,58.89156902258143,58.894030938233264,5.0,4.0,9.0,58.5561
2019-01-30 14:00:00,58.9685,58.76366,58.93184333333333,54.0396075,44.11869718728921,58.8943,59.41,59.57716916293906,59.57907642142889,5.0,4.0,9.0,58.8943
2019-01-31 12:00:00,59.263,59.26092,59.01141666666667,54.3286005,55.166585680180845,59.2465,59.19,59.19810501646016,59.20057974660774,4.0,5.0,9.0,58.9685
2019-01-31 14:00:00,59.4458,59.29614,59.00292,54.4389985,59.13890975874445,59.2048,59.75,59.4537729644672,59.45567627264435,5.0,5.0,9.0,59.263
2019-01-31 16:00:00,59.7377,59.423860000000005,59.01231333333333,54.5520995,57.79205380817896,59.468,59.94,59.73356107078528,59.73454487639505,6.0,6.0,9.0,59.4458
2019-02-01 12:00:00,59.523,59.58200000000001,59.06671666666667,54.720586,57.67737208450365,59.453,59.58,59.4598702467947,59.46235591983154,4.0,5.0,9.0,59.7377
2019-02-01 14:00:00,59.607,59.56314,59.10802666666667,54.833682,57.70855970059158,59.5044,59.94,59.5411438857746,59.54304999097841,4.0,5.0,9.0,59.523
2019-02-01 16:00:00,59.4204,59.51184000000001,59.13292333333334,54.9451035,70.16542795492686,59.5044,59.61,59.41628305492996,59.41726163500344,4.0,5.0,9.0,59.607
2019-02-04 12:00:00,59.5604,59.42040000000001,59.17716666666667,55.118039,58.59736355226653,59.2524,59.83,59.54602209463314,59.54851136918011,5.0,5.0,9.0,59.4204
2019-02-04 14:00:00,59.5884,59.45028,59.23092,55.2348065,54.4351828813138,59.4858,59.78,59.628358153704845,59.63026705092035,5.0,5.0,9.0,59.5604
2019-02-05 08:00:00,60.083,59.71998,59.350386666666665,55.4197255,59.84785385085235,59.803,60.56,59.690265553154966,59.689855639437326,6.0,6.0,9.0,59.5884
2019-02-05 10:00:00,59.775,59.77782,59.375726666666665,55.47771750000001,58.78054101221623,60.083,59.7,59.64669522802575,59.64885179587822,4.0,5.0,9.0,60.083
