posix_time,close COMP,close DJCIEN,close DJCIGC,close DJCIIK,close DJCISI,close DJINET,close DJI,close SPX,close W5000,volume AAL,volume AAPL,volume AMD,volume C,volume NVDA,volume SNAP,volume SQ,volume TSLA,first of day,last of day,even,close AAPL,close AAL,close AMD,close C,close NVDA,close SNAP,close SQ,close TSLA
1514851200.0,0.009706695256457953,-0.007823105700575539,0.004736253846215233,-0.0033057926145879657,0.0041043655579611205,0.005503921291909464,-0.0007378531974041591,0.0038092330148422615,0.003479478455013618,0.00870292308545922,0.27727345752264243,0.20919975735204033,0.18383346795979097,0.13810566121860007,0.04250253618619729,0.32395248581331104,0.14834961104642144,1,1,0,0.01892375599752838,0.026213609640743263,0.07364341085271309,-0.0017466563161108173,0.05116247306833577,-0.0013377926421404007,0.053333333333333455,0.027403846153846168
1514937600.0,0.0083674663545934,0.022164536952349767,-0.004485805811201504,-0.012048820650284564,-0.0035036043016458684,0.014296025985483407,0.003974780867394223,0.006398818907860759,0.006785065867176643,0.01146094725202558,0.30862469347691435,0.714723924090119,0.15917928444071777,0.36530391664948575,0.06882437310488833,0.33339575994352827,0.15268485382510935,1,1,0,-0.0017395674275664241,-0.010407465575380748,0.06678700361010836,0.0030942752198270806,0.04877096842183559,0.0254521098459477,0.03742432581177768,-0.030759631882701588
1515024000.0,0.0017521686271235737,-0.0068914365986798565,0.010539775592648182,0.01951733105719633,0.011426975698351383,0.0020954000039536957,0.006116918405243865,0.004028661363921104,0.0032687508103834695,0.008014718362448771,0.24277193984451725,0.5244542756554738,0.20266960434940617,0.2258253824326385,0.11503185889952262,0.5883797580366351,0.34320431048032,1,1,0,0.007732782155788209,0.004780774889651784,0.03384094754653133,0.014219348729860526,0.0022035514061118366,-0.049640757674722424,0.007692307692307665,0.013872348643342303
1515110400.0,0.008286344415229907,-0.009418308516788154,-0.0008313059580211668,-0.006348359729272723,0.0005791174322125059,0.010336732882251898,0.008803144789279127,0.007033799683552555,0.005918392242496351,0.006676247266306126,0.25485246036184317,0.3052204206045327,0.17921503465255084,0.22175188259879017,0.07862439809468151,0.8919396586562122,0.15746856553036412,1,1,0,0.010036722057972458,0.00190360161425418,-0.026186579378068786,-0.0030414823178283035,0.009635618666923307,-0.0027491408934708916,0.09423532508554877,0.005555555555555536
1515283200.0,0.0,0.0020977851804884207,7.55764014988003e-05,-0.00397691154726687,-0.0017369446635141506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1515369600.0,0.0029187731904447567,0.005672624706452689,-0.0004083007722228693,0.008699230949249293,-0.004930305491467224,0.006404123630825875,-0.0005087787057729276,0.0016623225124401397,0.0022139163196943645,0.007889556493510235,0.21911185353368154,0.29326459853446313,0.15848550283349755,0.33405743820539907,0.11541844442969154,0.7577565012790705,0.34531900200645826,1,1,0,-0.00154083937700622,-0.01234697814725172,0.031932773109243584,-0.012337658537156293,0.026870107717830605,-0.031013094417642995,-0.02670194852056773,0.061594317284924927
1515456000.0,0.0008648403957307593,0.01630314564630364,-0.006023143280511567,0.009029781932157421,-0.011658657572002906,-0.002793675429236697,0.004065973183561944,0.0013029031448006378,0.0014185267529802648,0.007478385891911117,0.22736794310960412,0.298261169332774,0.16424571157528278,0.19209695372507504,0.06372662286316488,0.4207974372768231,0.24653435624987105,1,1,0,-0.004577258503174586,0.0,-0.035016286644951156,0.01155104266048812,-0.0006767248519580216,0.002844950213371167,0.010133465150766074,-0.01136025694403131
1515542400.0,-0.00139734601972763,-0.0024999255668979314,0.006257616990805737,0.0108790712922342,0.0035390382841602452,-0.002120581311647718,-0.0006566663252683957,-0.0011122055472160275,-0.0012915171618335108,0.017369280694004265,0.25419289645046356,0.2522113028762904,0.16701250471015028,0.2284904941459871,0.06248131360322942,0.312376802908411,0.13540796819495657,1,1,0,0.0025862481458442943,0.04134752360770744,0.012658227848101333,0.006108661235118218,0.013769997281248836,0.03900709219858167,0.0007340347443112183,0.007700637709060265
1515628800.0,0.00813719583368866,0.00525219381758224,0.009895282865090227,-0.014136302409248236,0.0067584769227733155,0.010410980269827785,0.008104337831056796,0.007033618001404562,0.008489749425090176,0.02560518441461734,0.20393386887400594,0.18196079584436142,0.1829305422353918,0.15201315605539323,0.052401647227331295,0.6117598434200368,0.233779273364683,1,1,0,0.0045291735570716085,0.051337484036969805,-0.02083333333333337,-0.003563464013089268,-0.004409060158178213,-0.006143344709897636,0.03300733496332531,0.009253731343283667
1515715200.0,0.006833264464529032,0.008744779598995223,0.006592310901426535,-0.000395019571109656,0.006421651690046382,0.008895149152934767,0.008933036634208857,0.006749627831013516,0.005863417925192849,0.01680793088821667,0.24600123734420828,0.22380424759283185,0.19915428608074046,0.13880122425725736,0.09112007961632576,0.38463571503747623,0.1660971905355104,1,1,0,0.012039177212032515,0.026699610904759252,0.02212765957446816,0.013112761568622844,-0.003801861043918997,-0.03228021978021978,-0.02485207100591713,-0.008281573498964856
1515974400.0,0.0,0.0016889320143966824,0.002009333064358909,0.0008301457443871119,0.007540555303994001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1516060800.0,-0.005146631483557651,-0.011356750720942888,-0.00475332053822064,-0.0156442053997351,-0.011802077267848543,-0.008912349149884258,-0.0004003380977312121,-0.0035244630756861017,-0.004680529240426279,0.011661990671861836,0.3230140126042558,0.2003937631076842,0.31163554124275317,0.27190719954413795,0.1123455818083125,0.4986570923833027,0.2295775096458364,1,1,0,-0.009020555035244127,-0.01265947213582086,-0.010824313072439584,0.007320836337418868,-0.01778104288457083,-0.039034776437189556,-0.047330097087378675,0.012526096033403045
1516147200.0,0.01032574764420957,0.00970181224851241,-0.006044859470524799,-0.0027488526543323344,-0.007573503955493166,0.0065996410721520515,0.0125147036815616,0.009415002053003496,0.009201482020907203,0.006657987570769813,0.3739103410422453,0.18183944533982774,0.2517898824729036,0.2062237918308588,0.062282876918301214,0.31066480652294803,0.24069183150445875,1,1,0,0.02105243211490726,0.004677499644431871,0.023569023569023573,0.006619170112958317,0.02651435327600904,-0.0007385524372229835,0.024968152866241988,0.022091310751104487
1516233600.0,-0.0003055514449978869,-0.012992813350115706,0.0038292257923393525,-0.003119210476264289,0.0005870696767145134,7.668270613270245e-05,-0.0037464125916835123,-0.001616379310344751,-0.0021478864026638345,0.008773686682374259,0.33752980992289405,0.29267284229150897,0.1678301314965891,0.15901401371586454,0.06981629194728278,0.28432001129724166,0.197951776125969,1,1,0,-0.0028417526538491167,0.006209399569288232,0.03125,-0.0009030135053845756,-0.0008907963620650161,0.036215816703621506,-0.0002485707183693675,-0.006772334293948079
1516320000.0,0.005527648522145601,-0.00011518367682750164,0.0015705979557318894,0.023414633801642548,0.002053386846389893,0.006862575957981232,0.002072042189561696,0.004385228178396927,0.005776171416919995,0.006883587467440505,0.3447865533104373,0.22126697825199532,0.21399261028347252,0.23317962546988166,0.0690736757267198,0.693279555770791,0.1669109251466867,1,1,0,-0.0014540057276193341,-0.005655798248390909,0.004784688995215447,0.009291653737869554,0.02723420326736714,-0.0014265335235377208,0.06514172053704637,0.018424488611634926
1516492800.0,0.0,0.0037583003513506075,-0.0022402856077600175,-0.0009466287140591501,-0.004098358178004968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1516579200.0,0.009766397051406805,0.0063746154839319225,0.0034428608430934204,-0.0005528960869815025,0.0011758649618951456,0.013898143741075675,0.005480267508242598,0.008066754439027823,0.008249225589939346,0.007816127194497108,0.28995238475171226,0.16130545655429424,0.1323628204088129,0.22166387861244743,0.0521420920434452,0.7844056715683646,0.22069034178666186,1,1,0,-0.0074437004626976,0.0015511032819011117,0.008730158730158921,0.005625488299153547,0.022693699399523926,0.013571428571428568,0.06209150326797386,0.0027635327635326945
1516665600.0,0.0070545070686809375,0.010328645190062602,0.003580308755458894,0.014814748225691288,0.0008807113601154715,0.013125528119425356,-0.00014457592334027325,0.002174396481431362,0.002732143390560493,0.007327338333445011,0.3531147149974614,0.21093454152885405,0.11811278617508299,0.17265055934245382,0.055851332293980774,0.5302121720887644,0.19018392490924674,1,1,0,-0.0008450168651282786,-0.0416524658252706,0.015735641227379915,-0.0012705393341309046,0.009970747281765613,0.0007047216349542751,-0.011208791208791147,0.004858368610961117
1516752000.0,-0.006062766996993374,0.016534864104117197,0.016722326683403343,0.07384754391756854,0.03285418954223629,-0.0022055825332689682,0.001576067279111193,-0.0005600307136341964,-0.0013000721779770075,0.03687805534727653,0.555066955821565,0.19661751518512083,0.1983808625357577,0.22476288385387405,0.04929738751269251,0.4012655655201026,0.18161670976577338,1,1,0,-0.01715660363617566,-0.01760107906112829,-0.013168086754453912,0.01247583114871742,-0.006469528339305586,0.012676056338028374,-0.01311402533896433,-0.01733205157204254
1516838400.0,-0.0005259566342012967,-0.007742838617828984,-0.008918113272973205,-0.018125856837775567,-0.010792298404704748,0.005609733444784881,0.005358424386297189,0.0006026346765155566,0.0005494202719229513,0.022828648293171445,0.4420666223571804,0.20472128763313446,0.19384760132790851,0.15746059199870785,0.10156144315239869,0.26088149920103815,0.23679849806064807,1,1,0,-0.013837232649080655,-0.028335790464829258,-0.00392464678178972,-0.001131664128743326,0.003594270152458945,-0.045897079276773334,0.016216216216216273,-0.02028485110056122
