2021-01-04 00:00:00,527.69710,527.69710,527.60020,527.60020
2021-01-04 00:01:00,527.60020,527.69710,527.60020,527.69710
2021-01-04 00:02:00,527.69710,527.89080,527.69710,527.89080
2021-01-04 00:03:00,527.89080,527.98760,527.89080,527.89080
2021-01-04 00:04:00,527.89080,527.89080,527.89080,527.89080
2021-01-04 00:05:00,527.89080,527.89080,527.69710,527.69710
2021-01-04 00:06:00,527.60020,527.69710,527.60020,527.60020
2021-01-04 00:07:00,527.60020,527.60020,527.60020,527.60020
2021-01-04 00:08:00,527.60020,527.79390,527.60020,527.79390
2021-01-04 00:09:00,527.79390,527.79390,527.69710,527.69710
2021-01-04 00:10:00,527.69710,527.79390,527.69710,527.69710
2021-01-04 00:11:00,527.60020,527.60020,527.50340,527.50340
2021-01-04 00:12:00,527.50340,527.50340,527.21290,527.30970
2021-01-04 00:13:00,527.21290,527.30970,527.21290,527.21290
2021-01-04 00:14:00,527.21290,527.21290,527.01920,527.01920
2021-01-04 00:15:00,527.01920,527.01920,526.82550,526.82550
2021-01-04 00:16:00,526.82550,526.82550,526.53500,526.53500
2021-01-04 00:17:00,526.72860,526.72860,526.43810,526.43810
2021-01-04 00:18:00,526.34130,526.34130,525.85710,526.05070
2021-01-04 00:19:00,526.05070,526.14760,526.05070,526.05070
2021-01-04 00:20:00,525.95390,526.24440,525.95390,526.24440
2021-01-04 00:21:00,526.24440,526.24440,525.85710,525.95390
2021-01-04 00:22:00,526.05070,526.05070,525.85710,525.85710
2021-01-04 00:23:00,525.85710,526.24440,525.85710,526.05070
2021-01-04 00:24:00,526.05070,526.24440,526.05070,526.05070
2021-01-04 00:25:00,526.14760,526.14760,526.05070,526.14760
2021-01-04 00:26:00,526.14760,526.14760,526.05070,526.05070
2021-01-04 00:27:00,526.24440,526.34130,526.24440,526.24440
2021-01-04 00:28:00,526.24440,526.53500,526.24440,526.53500
2021-01-04 00:29:00,526.53500,526.53500,526.43810,526.53500
2021-01-04 00:30:00,526.43810,527.01920,526.24440,526.63180
2021-01-04 00:31:00,526.63180,526.82550,526.63180,526.82550
2021-01-04 00:32:00,526.82550,527.11600,526.82550,527.01920
2021-01-04 00:33:00,527.01920,527.01920,526.72860,526.72860
2021-01-04 00:34:00,526.43810,526.72860,526.43810,526.53500
2021-01-04 00:35:00,526.82550,527.01920,526.72860,526.92230
2021-01-04 00:36:00,526.72860,526.72860,526.05070,526.05070
2021-01-04 00:37:00,526.05070,526.14760,525.66340,525.85710
2021-01-04 00:38:00,526.05070,526.14760,525.85710,526.05070
2021-01-04 00:39:00,526.14760,526.34130,526.14760,526.34130
2021-01-04 00:40:00,526.34130,526.53500,526.24440,526.24440
2021-01-04 00:41:00,526.24440,526.34130,525.95390,526.05070
2021-01-04 00:42:00,526.05070,526.14760,526.05070,526.05070
2021-01-04 00:43:00,525.95390,525.95390,525.27600,525.27600
2021-01-04 00:44:00,525.27600,525.27600,524.98540,525.17920
2021-01-04 00:45:00,525.17920,525.76020,525.17920,525.76020
2021-01-04 00:46:00,525.76020,525.76020,525.66340,525.66340
2021-01-04 00:47:00,525.66340,525.66340,525.56660,525.56660
2021-01-04 00:48:00,525.66340,525.76020,525.66340,525.76020
2021-01-04 00:49:00,525.85710,526.14760,525.85710,526.14760
2021-01-04 00:50:00,526.14760,526.24440,526.05070,526.05070
2021-01-04 00:51:00,526.05070,526.05070,525.46980,525.46980
2021-01-04 00:52:00,525.56660,525.76020,525.27600,525.76020
2021-01-04 00:53:00,525.76020,525.76020,525.56660,525.56660
2021-01-04 00:54:00,525.56660,525.85710,525.56660,525.66340
2021-01-04 00:55:00,525.95390,526.24440,525.85710,526.24440
2021-01-04 00:56:00,526.24440,526.63180,526.14760,526.63180
2021-01-04 00:57:00,526.63180,526.63180,526.34130,526.63180
2021-01-04 00:58:00,526.53500,526.63180,526.43810,526.63180
2021-01-04 00:59:00,526.72860,526.82550,526.34130,526.82550
2021-01-04 01:00:00,526.72860,527.01920,526.72860,526.72860
2021-01-04 01:01:00,526.82550,527.30970,526.63180,527.21290
2021-01-04 01:02:00,527.21290,527.21290,526.82550,526.92230
2021-01-04 01:03:00,526.92230,527.21290,526.82550,527.11600
2021-01-04 01:04:00,527.21290,527.30970,527.01920,527.01920
2021-01-04 01:05:00,526.92230,527.11600,526.72860,526.72860
2021-01-04 01:06:00,526.72860,526.82550,526.53500,526.53500
2021-01-04 01:07:00,526.24440,526.34130,525.76020,525.95390
2021-01-04 01:08:00,525.85710,526.53500,525.85710,526.53500
2021-01-04 01:09:00,526.72860,527.60020,526.72860,527.60020
2021-01-04 01:10:00,527.60020,527.69710,527.40650,527.60020
