epoch;modelOut;label;loss;running_avg
0.0;0.1908;-2.3365;6.387;0.0
0.0;0.1933;-0.7103;0.8166;0.0
0.0;0.1998;2.2913;4.374;0.0
0.0;0.1961;5.041;23.4722;0.0
0.0;0.2;15.3203;228.6241;0.004
0.0;0.2273;13.3633;172.5543;0.003
0.0;0.26;1.4647;1.4512;0.0
0.0;0.2766;-10.5861;117.9972;0.002
0.0;0.269;-7.2631;56.7317;0.001
0.0;0.2962;1.6157;1.741;0.0
0.0;0.2983;-2.4967;7.8121;0.0
0.0;0.2863;-14.8831;230.1115;0.004
0.0;0.2773;-6.3523;43.952;0.001
0.0;0.2711;7.9099;58.3519;0.001
0.0;0.2959;2.8385;6.4647;0.0
0.0;0.3051;25.9669;658.5273;0.012
0.0;0.3224;1.0292;0.4996;0.0
0.0;0.2942;5.9846;32.3802;0.001
0.0;0.2808;-5.4887;33.2879;0.001
0.0;0.2673;-2.2858;6.5183;0.0
0.0;0.2736;0.655;0.1454;0.0
0.0;0.3021;-3.2911;12.911;0.0
0.0;0.3201;6.7562;41.4227;0.001
0.0;0.3123;-17.0624;301.8829;0.006
0.0;0.2829;-4.6936;24.7657;0.0
0.0;0.2559;-6.9654;52.1461;0.001
0.0;0.2355;-8.4165;74.8564;0.001
0.0;0.222;-3.6755;15.1904;0.0
0.0;0.2195;7.9056;59.076;0.001
0.0;0.2423;-4.0507;18.4294;0.0
0.0;0.2516;9.7252;89.75;0.002
0.0;0.2419;7.5187;52.9524;0.001
0.0;0.2175;-10.7112;119.4379;0.002
0.0;0.185;44.2796;1944.3301;0.036
0.0;0.236;-1.7971;4.1336;0.0
0.0;0.2736;-1.9414;4.906;0.0
0.0;0.2814;7.9056;58.1285;0.001
0.0;0.2965;8.3426;64.7392;0.001
0.0;0.3061;4.7512;19.7587;0.0
0.0;0.3;3.5153;10.3383;0.0
0.0;0.3111;16.0168;246.6678;0.005
0.0;0.3302;-5.3943;32.7704;0.001
0.0;0.3228;-4.0683;19.2818;0.0
0.0;0.3174;-45.3886;2089.0354;0.039
0.0;0.2791;7.6895;54.9143;0.001
0.0;0.2693;6.6266;40.4158;0.001
0.0;0.2934;5.8235;30.5823;0.001
0.0;0.3196;21.0789;430.9482;0.008
0.0;0.3409;-17.9785;335.6021;0.006
0.0;0.3577;0.803;0.1983;0.0
0.0;0.3661;3.8043;11.821;0.0
0.0;0.3761;-2.5167;8.3683;0.0
0.0;0.3662;-12.3915;162.7603;0.003
0.0;0.3491;12.7262;153.1937;0.003
0.0;0.3473;-15.1325;239.6263;0.004
0.0;0.3265;6.792;41.8026;0.001
0.0;0.3326;0.7383;0.1646;0.0
0.0;0.3303;10.0726;94.9106;0.002
0.0;0.3396;-10.0204;107.3281;0.002
0.0;0.3557;1.3092;0.9092;0.0
0.0;0.3743;-5.5734;35.3753;0.001
0.0;0.4139;12.3523;142.5236;0.003
0.0;0.4465;-10.5599;121.1422;0.002
0.0;0.4619;18.529;326.4199;0.006
0.0;0.4831;-15.2895;248.777;0.005
0.0;0.4854;1.1449;0.4349;0.0
0.0;0.4966;-11.9251;154.2989;0.003
0.0;0.5002;6.0735;31.0615;0.001
0.0;0.5045;-5.1754;32.2612;0.001
0.0;0.5173;3.4257;8.4591;0.0
0.0;0.4949;-21.451;481.6227;0.009
0.0;0.4936;6.1433;31.9194;0.001
0.0;0.5414;-0.3494;0.7935;0.0
0.0;0.5626;2.9097;5.5089;0.0
0.0;0.5789;7.2671;44.731;0.001
0.0;0.6099;-1.5348;4.5997;0.0
0.0;0.611;4.8343;17.8361;0.0
0.0;0.5832;1.6014;1.0368;0.0
0.0;0.5837;3.7567;10.0679;0.0
0.0;0.5833;18.3482;315.59;0.006
0.0;0.5952;-44.9819;2077.2778;0.038
0.0;0.581;1.0574;0.227;0.0
0.0;0.5755;-8.3616;79.8723;0.001
0.0;0.5879;-6.0553;44.133;0.001
0.0;0.6101;-18.7209;373.6859;0.007
0.0;0.5791;6.9669;40.8038;0.001
0.0;0.5687;2.9476;5.659;0.0
0.0;0.5756;-15.7149;265.3791;0.005
0.0;0.5638;-0.966;2.3405;0.0
0.0;0.5458;6.072;30.5391;0.001
0.0;0.5645;-10.1594;115.0023;0.002
0.0;0.5931;-4.8817;29.9725;0.001
0.0;0.5875;3.4806;8.3703;0.0
0.0;0.5915;-25.1515;662.7026;0.012
0.0;0.5836;-22.7514;544.519;0.01
0.0;0.5862;-2.3372;8.5464;0.0
0.0;0.6077;2.6515;4.1771;0.0
0.0;0.6299;3.4289;7.8342;0.0
0.0;0.6802;0.5108;0.0287;0.0
0.0;0.7341;-1.0038;3.0202;0.0
0.0;0.7458;0.6456;0.01;0.0
0.0;0.7475;-0.3683;1.2451;0.0
0.0;0.739;-4.1559;23.9602;0.0
0.0;0.7448;-1.9743;7.3935;0.0
0.0;0.7502;3.5757;7.9834;0.0
0.0;0.7329;-0.3164;1.101;0.0
0.0;0.7122;-7.2211;62.9381;0.001
0.0;0.6834;4.7056;16.1783;0.0
0.0;0.6723;-5.6064;39.4216;0.001
0.0;0.6648;-0.6273;1.6697;0.0
0.0;0.6587;4.3572;13.6789;0.0
0.0;0.6635;-2.3365;9.0;0.0
0.0;0.667;-2.7582;11.732;0.0
0.0;0.6792;-1.3326;4.0474;0.0
0.0;0.6647;-9.3273;99.8406;0.002
0.0;0.6503;-8.8544;90.3402;0.002
0.0;0.6426;-11.4632;146.549;0.003
0.0;0.6396;-1.858;6.238;0.0
0.0;0.6237;-28.3612;840.1199;0.015
0.0;0.6175;6.5969;35.7535;0.001
0.0;0.6299;0.4475;0.0333;0.0
0.0;0.6443;-1.5988;5.0314;0.0
0.0;0.6568;10.4546;95.9957;0.002
0.0;0.6855;-6.0586;45.4825;0.001
0.0;0.6903;-27.0169;767.689;0.014
0.0;0.6863;1.6955;1.0185;0.0
0.0;0.7056;-2.2858;8.9486;0.0
0.0;0.71;4.0073;10.8722;0.0
0.0;0.7121;0.5167;0.0382;0.0
0.0;0.7183;8.2047;56.0449;0.001
0.0;0.7214;7.7448;49.3283;0.001
0.0;0.7298;10.8976;103.3829;0.002
0.0;0.7484;-11.7626;156.5242;0.003
0.0;0.7607;-11.0438;139.3473;0.003
0.0;0.7481;-0.54;1.6592;0.0
0.0;0.7468;-1.7374;6.1713;0.0
0.0;0.7416;-2.2836;9.1519;0.0
0.0;0.7398;-1.3309;4.2876;0.0
0.0;0.7413;-8.9203;93.3464;0.002
0.0;0.7474;-9.6613;108.342;0.002
0.0;0.75;-0.0323;0.6119;0.0
0.0;0.7387;-6.9925;59.7722;0.001
0.0;0.7514;-3.0574;14.5068;0.0
0.0;0.7531;-4.2208;24.7403;0.0
0.0;0.7484;3.09;5.4828;0.0
0.0;0.7383;-18.2425;360.2678;0.007
0.0;0.7172;-5.4295;37.7813;0.001
0.0;0.688;-1.9414;6.9134;0.0
0.0;0.6794;-3.3717;16.4113;0.0
0.0;0.6659;-0.3448;1.0217;0.0
0.0;0.6228;2.7247;4.4176;0.0
0.0;0.5635;-2.0036;6.5899;0.0
0.0;0.5146;8.0763;57.1801;0.001
0.0;0.5013;-0.7786;1.6382;0.0
0.0;0.5213;-9.1504;93.5428;0.002
0.0;0.5282;0.4352;0.0087;0.0
0.0;0.5382;6.1791;31.8206;0.001
0.0;0.5639;-21.0465;467.0093;0.008
0.0;0.5512;-4.7882;28.5097;0.001
0.0;0.5426;10.6772;102.7112;0.002
0.0;0.5567;2.4833;3.7118;0.0
0.0;0.5828;-1.5617;4.5986;0.0
0.0;0.569;-0.9891;2.4274;0.0
0.0;0.547;7.5725;49.3584;0.001
0.0;0.5423;-3.2493;14.3758;0.0
0.0;0.556;-0.8473;1.9691;0.0
0.0;0.5613;11.2587;114.435;0.002
0.0;0.5822;5.2913;22.1755;0.0
0.0;0.5856;4.5679;15.859;0.0
0.0;0.5822;-3.829;19.459;0.0
0.0;0.5427;2.6539;4.4572;0.0
0.0;0.5394;1.8845;1.8091;0.0
0.0;0.5457;5.885;28.5082;0.001
0.0;0.5432;-9.6199;103.289;0.002
0.0;0.5474;-5.7622;39.8109;0.001
0.0;0.5504;8.2732;59.6414;0.001
0.0;0.5479;-6.625;51.4511;0.001
0.0;0.5405;2.1669;2.6452;0.0
0.0;0.5456;3.1921;7.0041;0.0
0.0;0.5452;-0.0062;0.3041;0.0
0.0;0.54;3.0192;6.1466;0.0
0.0;0.5424;-6.3947;48.1222;0.001
0.0;0.5612;10.9815;108.5831;0.002
0.0;0.6111;-2.8191;11.7663;0.0
0.0;0.6379;8.6858;64.7674;0.001
0.0;0.6355;-0.4529;1.1846;0.0
0.0;0.6098;-9.2038;96.3068;0.002
0.0;0.5996;-0.3722;0.9445;0.0
0.0;0.651;-10.064;114.8114;0.002
0.0;0.6924;-0.3448;1.0759;0.0
0.0;0.6889;1.9398;1.5648;0.0
0.0;0.6931;-4.1227;23.1918;0.0
0.0;0.7063;-40.3609;1686.5139;0.03
0.0;0.6652;1.6087;0.8903;0.0
0.0;0.6549;-21.5816;494.4619;0.009
0.0;0.6463;-21.451;488.2921;0.009
0.0;0.654;-10.4537;123.3811;0.002
0.0;0.6559;20.3647;388.4348;0.007
0.0;0.6633;2.3771;2.9371;0.0
0.0;0.655;-2.0806;7.4839;0.0
0.0;0.665;-14.3915;226.7009;0.004
0.0;0.6331;4.4533;14.5943;0.0
0.0;0.604;5.2552;21.6337;0.0
0.0;0.5892;-6.1229;45.052;0.001
0.0;0.5724;7.2548;44.655;0.001
0.0;0.5681;12.922;152.6176;0.003
0.0;0.5729;1.997;2.0279;0.0
0.0;0.575;3.5486;8.8423;0.0
0.0;0.5878;0.6287;0.0017;0.0
0.0;0.6134;-10.5882;125.4745;0.002
0.0;0.6227;-19.1648;391.5452;0.007
0.0;0.619;1.9305;1.7201;0.0
0.0;0.638;-3.4959;17.0893;0.0
0.0;0.6414;13.351;161.5354;0.003
0.0;0.656;-13.4022;197.6325;0.004
0.0;0.6597;2.9599;5.2911;0.0
0.0;0.6684;7.924;52.6439;0.001
0.0;0.6606;-5.3521;36.1531;0.001
0.0;0.6615;-2.9094;12.7519;0.0
0.0;0.6405;-2.4419;9.5013;0.0
0.0;0.6461;-22.8642;552.73;0.01
0.0;0.6391;-11.3537;143.8277;0.003
0.0;0.6129;-5.9524;43.1035;0.001
0.0;0.5768;-12.1919;163.0392;0.003
0.0;0.5784;16.8157;263.6475;0.005
0.0;0.6033;-6.625;52.2482;0.001
0.0;0.6011;6.8247;38.7333;0.001
0.0;0.5919;0.4106;0.0329;0.0
0.0;0.5578;7.9268;54.3019;0.001
0.0;0.5277;19.1233;345.7953;0.006
0.0;0.4913;-3.4995;15.9266;0.0
0.0;0.4691;7.5593;50.2712;0.001
0.0;0.466;0.8697;0.163;0.0
0.0;0.5002;4.7522;18.0792;0.0
0.0;0.5191;32.9099;1049.162;0.019
0.0;0.536;20.1473;384.6029;0.007
0.0;0.5479;10.3035;95.1733;0.002
0.0;0.5575;-5.9932;42.9112;0.001
0.0;0.5404;-1.458;3.9938;0.0
0.0;0.5336;16.9662;270.0315;0.005
0.0;0.5266;4.5679;16.3324;0.0
0.0;0.5031;-3.4856;15.9098;0.0
0.0;0.4852;-21.1574;468.4018;0.008
0.0;0.4514;-9.0384;90.056;0.002
0.0;0.4193;-2.4572;8.2739;0.0
0.0;0.4518;9.5351;82.5079;0.001
0.0;0.4529;6.2858;34.0227;0.001
0.0;0.4396;13.7617;177.4798;0.003
0.0;0.4636;8.6858;67.6047;0.001
0.0;0.4634;8.8191;69.818;0.001
0.0;0.479;8.2442;60.2975;0.001
0.0;0.5149;5.4901;24.7521;0.0
0.0;0.5338;0.2692;0.07;0.0
0.0;0.5341;13.7989;175.9557;0.003
0.0;0.5424;3.7828;10.5;0.0
0.0;0.5657;19.6426;363.9278;0.006
0.0;0.5862;1.9396;1.8316;0.0
0.0;0.58;-1.4703;4.2039;0.0
0.0;0.5905;-7.6897;68.5622;0.001
0.0;0.5795;-8.0378;74.2588;0.001
0.0;0.5796;2.2851;2.9087;0.0
0.0;0.6015;2.8792;5.188;0.0
0.0;0.607;2.7247;4.4845;0.0
0.0;0.6192;-2.4696;9.5407;0.0
0.0;0.615;10.1563;91.0363;0.002
0.0;0.6086;-18.1839;353.1585;0.006
0.0;0.6084;-16.7327;300.7132;0.005
0.0;0.6048;9.1255;72.6028;0.001
0.0;0.6181;-1.4001;4.0733;0.0
0.0;0.6362;8.8461;67.403;0.001
0.0;0.641;-11.9233;157.8611;0.003
0.0;0.6324;-5.1979;33.9929;0.001
0.0;0.6245;-2.3427;8.8039;0.0
0.0;0.6223;0.2114;0.1689;0.0
0.0;0.6365;22.7417;488.6412;0.009
0.0;0.6633;0.4106;0.0639;0.0
0.0;0.6542;-11.8361;156.0076;0.003
0.0;0.6065;0.7208;0.0131;0.0
0.0;0.5553;5.4387;23.8481;0.0
0.0;0.5379;-0.7801;1.7372;0.0
0.0;0.5348;8.6415;65.7187;0.001
0.0;0.5381;0.8277;0.0839;0.0
0.0;0.5331;-2.5224;9.3359;0.0
0.0;0.521;0.7052;0.0339;0.0
0.0;0.5113;-20.0701;423.5937;0.008
0.0;0.4896;7.1757;44.7047;0.001
0.0;0.4799;1.1331;0.4266;0.0
0.0;0.473;-12.3528;164.5007;0.003
0.0;0.4955;7.6625;51.3658;0.001
0.0;0.4976;5.4387;24.4142;0.0
0.0;0.4873;1.0652;0.334;0.0
0.0;0.473;-10.2247;114.4418;0.002
0.0;0.4612;-25.2492;661.0235;0.012
0.0;0.4245;-2.9036;11.0759;0.0
0.0;0.3904;5.6849;28.0314;0.0
0.0;0.3931;-5.3521;33.0075;0.001
0.0;0.3991;1.9532;2.4152;0.0
0.0;0.4007;11.7079;127.8526;0.002
0.0;0.4186;0.081;0.114;0.0
0.0;0.4801;-0.4344;0.8362;0.0
0.0;0.4994;7.77;52.8614;0.001
0.0;0.4863;39.8736;1551.3611;0.027
0.0;0.4802;-6.6808;51.2797;0.001
0.0;0.467;5.4852;25.1827;0.0
0.0;0.4581;19.2433;352.8848;0.006
0.0;0.4617;-2.2035;7.1032;0.0
0.0;0.4665;7.3218;46.9953;0.001
0.0;0.428;13.8129;179.1547;0.003
0.0;0.4394;2.606;4.6945;0.0
0.0;0.4488;0.1309;0.1011;0.0
0.0;0.4309;1.5212;1.1888;0.0
0.0;0.4177;7.8469;55.193;0.001
0.0;0.4334;1.2612;0.6854;0.0
0.0;0.4633;-9.0942;91.3464;0.002
0.0;0.4679;-0.7691;1.5301;0.0
0.0;0.4594;1.9451;2.2074;0.0
0.0;0.4693;17.4253;287.5063;0.005
0.0;0.4741;3.8534;11.4195;0.0
0.0;0.4671;2.3005;3.3615;0.0
0.0;0.4532;4.2964;14.77;0.0
0.0;0.397;3.5378;9.8647;0.0
0.0;0.3631;9.2698;79.329;0.001
0.0;0.3651;-11.0438;130.1642;0.002
0.0;0.3359;-16.5892;286.4613;0.005
0.0;0.3277;2.2154;3.5634;0.0
0.0;0.3465;-22.7514;533.5118;0.009
0.0;0.3592;4.6842;18.7063;0.0
0.0;0.3658;-10.5273;118.6598;0.002
0.0;0.3733;-0.0086;0.1459;0.0
0.0;0.3868;-0.5116;0.807;0.0
0.0;0.3937;6.3175;35.0904;0.001
0.0;0.4078;-11.026;130.7311;0.002
0.0;0.4266;-0.0132;0.1934;0.0
0.0;0.4338;2.6814;5.0516;0.0
0.0;0.4498;20.0894;385.715;0.007
0.0;0.4655;8.6095;66.3247;0.001
0.0;0.4581;-11.0438;132.2927;0.002
0.0;0.4413;2.131;2.8548;0.0
0.0;0.4444;-7.5886;64.5296;0.001
0.0;0.4367;-2.1643;6.7651;0.0
0.0;0.43;6.6929;39.2245;0.001
0.0;0.4295;16.5723;260.5893;0.005
0.0;0.4319;-3.2618;13.6439;0.0
0.0;0.4365;-12.6944;172.4206;0.003
0.0;0.3996;-11.5568;142.9556;0.003
0.0;0.3914;5.1246;22.4035;0.0
0.0;0.3897;3.6604;10.6975;0.0
0.0;0.3966;0.0304;0.134;0.0
0.0;0.3799;-4.2208;21.1672;0.0
0.0;0.3711;-5.7841;37.8864;0.001
0.0;0.3648;21.4971;446.5759;0.008
0.0;0.3738;-4.5184;23.9339;0.0
0.0;0.3682;-1.2554;2.6362;0.0
0.0;0.3642;3.5153;9.9296;0.0
0.0;0.363;2.3618;3.995;0.0
0.0;0.353;-3.9193;18.2524;0.0
0.0;0.3155;5.2652;24.5001;0.0
0.0;0.2761;3.5757;10.8872;0.0
0.0;0.2598;0.1762;0.007;0.0
0.0;0.2341;1.7236;2.2188;0.0
0.0;0.2315;-4.799;25.3064;0.0
0.0;0.2508;-7.8663;65.8885;0.001
0.0;0.256;0.7197;0.2151;0.0
0.0;0.2598;7.5207;52.7206;0.001
0.0;0.2421;-2.2129;6.0269;0.0
0.0;0.246;-6.2459;42.1451;0.001
0.0;0.2332;-4.206;19.7063;0.0
0.0;0.1998;15.2297;225.8991;0.004
0.0;0.1894;1.7211;2.3462;0.0
0.0;0.1805;-3.8716;16.4199;0.0
0.0;0.1706;9.081;79.3952;0.001
0.0;0.1804;1.0287;0.7197;0.0
0.0;0.1992;-2.7073;8.448;0.0
0.0;0.1918;8.7043;72.4632;0.001
0.0;0.2062;-4.5252;22.3867;0.0
0.0;0.2325;-9.1702;88.4102;0.002
0.0;0.1899;-7.9907;66.922;0.001
0.0;0.1652;-1.9226;4.3589;0.0
0.0;0.1829;3.7828;12.9596;0.0
0.0;0.2213;8.7984;73.567;0.001
0.0;0.2397;0.9406;0.4913;0.0
0.0;0.2309;-0.418;0.4211;0.0
0.0;0.2125;11.7998;134.2634;0.002
0.0;0.1996;1.0987;0.8084;0.0
0.0;0.1988;1.452;1.5706;0.0
0.0;0.1916;23.7279;553.9565;0.01
0.0;0.1895;1.7946;2.5762;0.0
0.0;0.1699;-45.1209;2051.2505;0.036
0.0;0.1259;1.8898;3.1114;0.0
0.0;0.1272;-14.6341;217.8958;0.004
0.0;0.1151;1.508;1.9402;0.0
0.0;0.0935;-4.2641;18.9886;0.0
0.0;0.0807;-10.0204;102.0325;0.002
0.0;0.0616;6.8618;46.2431;0.001
0.0;0.0644;17.1802;292.952;0.005
0.0;0.0886;-4.8815;24.701;0.0
0.0;0.1121;13.9246;190.7866;0.003
0.0;0.1208;5.9767;34.2918;0.001
0.0;0.14;-4.4992;21.5224;0.0
0.0;0.1632;4.662;20.2387;0.0
0.0;0.1926;3.1301;8.629;0.0
0.0;0.1979;7.5118;53.4933;0.001
0.0;0.1885;-7.5886;60.4836;0.001
0.0;0.1744;4.4369;18.1689;0.0
0.0;0.1938;-14.3915;212.7319;0.004
0.0;0.1828;-55.8418;3138.7588;0.054
0.0;0.1671;4.8681;22.0993;0.0
0.0;0.1529;2.0347;3.5409;0.0
0.0;0.1527;8.9351;77.131;0.001
0.0;0.1704;2.5303;5.5692;0.0
0.0;0.1998;-46.7119;2200.7063;0.038
0.0;0.1828;-4.5184;22.1012;0.0
0.0;0.1713;-12.4925;160.3719;0.003
0.0;0.1192;-11.1554;127.1183;0.002
0.0;0.0368;6.7522;45.0955;0.001
0.0;-0.0053;4.0941;16.8055;0.0
0.0;-0.0177;-3.7348;13.8173;0.0
0.0;-0.019;-9.7004;93.7284;0.002
0.0;-0.0208;-5.9894;35.6239;0.001
0.0;-0.0404;4.7881;23.3143;0.0
0.0;-0.052;-5.4887;29.5585;0.001
0.0;-0.0626;-4.4022;18.8323;0.0
0.0;-0.0628;2.4778;6.4547;0.0
0.0;-0.0584;-11.0593;121.0196;0.002
0.0;-0.0589;15.0407;227.9996;0.004
0.0;-0.0234;6.7736;46.1998;0.001
0.0;0.0147;-5.1546;26.7214;0.0
0.0;0.0578;2.3233;5.1323;0.0
0.0;0.0706;-1.3151;1.9201;0.0
0.0;0.0835;8.0661;63.7217;0.001
0.0;0.1049;-0.2172;0.1037;0.0
0.0;0.1238;2.8133;7.2331;0.0
0.0;0.1557;-3.8489;16.0365;0.0
0.0;0.1807;-1.0644;1.5501;0.0
0.0;0.1864;4.5613;19.1393;0.0
0.0;0.201;6.5581;40.4131;0.001
0.0;0.223;-3.9193;17.1586;0.0
0.0;0.2197;-5.7259;35.35;0.001
0.0;0.2167;13.7377;182.8175;0.003
0.0;0.2215;-3.4108;13.1935;0.0
0.0;0.1952;0.5222;0.1069;0.0
0.0;0.1727;-2.9955;10.0376;0.0
0.0;0.1621;1.959;3.2287;0.0
0.0;0.1665;-4.7339;24.0144;0.0
0.0;0.1595;7.4841;53.6498;0.001
0.0;0.1354;-14.8831;225.5553;0.004
0.0;0.1268;12.4147;150.9906;0.003
0.0;0.1311;-7.9729;65.6742;0.001
0.0;0.1248;-10.334;109.3864;0.002
0.0;0.1273;-0.172;0.0896;0.0
0.0;0.1759;-4.5252;22.1005;0.0
0.0;0.2035;3.9718;14.1998;0.0
0.0;0.2262;-21.451;469.8988;0.008
0.0;0.2115;2.2286;4.0687;0.0
0.0;0.2001;15.2297;225.8893;0.004
0.0;0.1798;9.4729;86.3618;0.001
0.0;0.1913;10.5954;108.2456;0.002
0.0;0.2112;2.9719;7.6213;0.0
0.0;0.2156;-14.3915;213.3693;0.004
0.0;0.1706;1.3484;1.3874;0.0
0.0;0.1413;-3.3939;12.498;0.0
0.0;0.1174;1.4371;1.7416;0.0
0.0;0.1121;1.6087;2.2397;0.0
0.0;0.1237;-8.1948;69.1978;0.001
0.0;0.1405;27.0264;722.8525;0.012
0.0;0.1686;6.6266;41.7059;0.001
0.0;0.213;8.6095;70.5017;0.001
0.0;0.2581;-3.5262;14.3209;0.0
0.0;0.2632;-2.3224;6.6854;0.0
0.0;0.2348;2.1899;3.8224;0.0
0.0;0.2053;-6.0012;38.5215;0.001
0.0;0.1938;-2.8667;9.3666;0.0
0.0;0.1773;-0.9105;1.1832;0.0
0.0;0.164;-4.6469;23.1445;0.0
0.0;0.1509;4.2692;16.9598;0.0
0.0;0.1211;3.4289;10.9416;0.0
0.0;0.1076;6.8201;45.0577;0.001
0.0;0.0849;0.8561;0.5947;0.0
0.0;0.0755;3.5757;12.2513;0.0
0.0;0.0708;2.0382;3.8704;0.0
0.0;0.0677;-12.3528;154.2687;0.003
0.0;0.0463;-0.8388;0.7833;0.0
0.0;0.0624;-4.9174;24.7988;0.0
0.0;0.0864;-0.9258;1.0246;0.0
0.0;0.1018;4.8565;22.6068;0.0
0.0;0.1196;-16.0858;262.618;0.004
0.0;0.1386;-12.3528;156.0355;0.003
0.0;0.1653;5.3887;27.2834;0.0
0.0;0.1984;-3.8514;16.4014;0.0
0.0;0.219;-4.403;21.363;0.0
0.0;0.2322;-14.7468;224.3719;0.004
0.0;0.2403;-2.557;7.8247;0.0
0.0;0.2468;3.0089;7.6296;0.0
0.0;0.2391;5.3423;26.0418;0.0
0.0;0.247;0.4805;0.0545;0.0
0.0;0.2559;-12.5149;163.0915;0.003
0.0;0.2857;-22.1078;501.4645;0.009
0.0;0.3133;-7.8831;67.1806;0.001
0.0;0.3365;-7.1969;56.7524;0.001
0.0;0.3426;5.2552;24.1339;0.0
0.0;0.3566;30.6132;915.4611;0.016
0.0;0.3807;-0.9957;1.8944;0.0
0.0;0.3858;-6.8351;52.1403;0.001
0.0;0.3935;-24.4438;616.8881;0.011
0.0;0.3892;-11.0438;130.7126;0.002
0.0;0.3792;4.643;18.1804;0.0
0.0;0.3868;3.6002;10.3261;0.0
0.0;0.4024;-4.3586;22.6673;0.0
0.0;0.3963;2.7868;5.7147;0.0
0.0;0.3986;3.1997;7.8457;0.0
0.0;0.4055;-4.6256;25.3115;0.0
0.0;0.4081;4.2818;15.0055;0.0
0.0;0.4206;-5.6078;36.3412;0.001
0.0;0.4255;0.8018;0.1416;0.0
0.0;0.4244;12.3275;141.6853;0.002
0.0;0.4494;-19.1202;382.9692;0.007
0.0;0.4545;4.1098;13.3609;0.0
0.0;0.4541;0.2404;0.0457;0.0
0.0;0.486;15.3502;220.9446;0.004
0.0;0.5182;-7.2525;60.3831;0.001
0.0;0.5221;7.8337;53.4593;0.001
0.0;0.5234;4.9941;19.9869;0.0
0.0;0.5208;-8.2599;77.1007;0.001
0.0;0.52;-6.1229;44.1282;0.001
0.0;0.5163;-1.3615;3.5259;0.0
0.0;0.537;0.4518;0.0073;0.0
0.0;0.5517;-5.1565;32.5834;0.001
0.0;0.5769;-4.0946;21.8224;0.0
0.0;0.5891;0.6906;0.0103;0.0
0.0;0.591;0.4373;0.0236;0.0
0.0;0.5986;0.2677;0.1095;0.0
0.0;0.6091;8.959;69.7207;0.001
0.0;0.6197;-3.7831;19.3845;0.0
0.0;0.6162;20.3286;388.5796;0.007
0.0;0.6205;9.519;79.1822;0.001
0.0;0.6217;2.4619;3.3864;0.0
0.0;0.6443;-25.938;706.62;0.012
0.0;0.6662;3.0089;5.4882;0.0
0.0;0.6692;-1.2157;3.5527;0.0
0.0;0.6679;-16.0858;280.6864;0.005
0.0;0.6547;4.5325;15.0373;0.0
0.0;0.6441;6.3911;33.0281;0.001
0.0;0.6272;7.6943;49.9433;0.001
0.0;0.6311;-5.6333;39.2431;0.001
0.0;0.636;5.0326;19.3297;0.0
0.0;0.6594;-1.7991;6.0443;0.0
0.0;0.6917;-0.7629;2.1158;0.0
0.0;0.7106;5.1246;19.4841;0.0
0.0;0.7296;2.0449;1.7299;0.0
0.0;0.744;-1.7629;6.2846;0.0
0.0;0.7302;-1.8748;6.786;0.0
0.0;0.7161;-3.0068;13.8604;0.0
0.0;0.7101;-1.9513;7.0827;0.0
0.0;0.7086;5.7922;25.8427;0.0
0.0;0.7074;-8.7565;89.5649;0.002
0.0;0.7017;-1.0452;3.0516;0.0
0.0;0.6765;-8.6379;86.7584;0.001
0.0;0.6141;11.7572;124.1682;0.002
0.0;0.5847;21.0789;420.0121;0.007
0.0;0.5798;1.4371;0.7349;0.0
0.0;0.6048;-5.9873;43.4556;0.001
0.0;0.6053;-3.0936;13.6818;0.0
0.0;0.5812;-5.1582;32.9408;0.001
0.0;0.5567;-0.316;0.7616;0.0
0.0;0.5192;3.1745;7.0504;0.0
0.0;0.4833;5.4145;24.3165;0.0
0.0;0.4429;4.3602;15.3455;0.0
0.0;0.4386;-2.0893;6.3905;0.0
0.0;0.4611;0.5931;0.0174;0.0
0.0;0.4511;-2.8711;11.0374;0.0
0.0;0.4335;-1.6862;4.4933;0.0
0.0;0.4386;-15.7874;263.2852;0.004
0.0;0.4349;4.3206;15.0992;0.0
0.0;0.4089;1.2315;0.6766;0.0
0.0;0.3839;-3.0115;11.5282;0.0
0.0;0.3644;6.4254;36.7355;0.001
0.0;0.3865;-0.9105;1.6822;0.0
0.0;0.4042;-8.9188;86.9188;0.001
0.0;0.4172;2.9719;6.5264;0.0
0.0;0.4144;0.663;0.0618;0.0
0.0;0.4187;0.932;0.2635;0.0
0.0;0.429;-2.5763;9.0314;0.0
0.0;0.4289;9.4777;81.8794;0.001
0.0;0.4193;-3.2395;13.387;0.0
0.0;0.4076;-1.8002;4.8744;0.0
0.0;0.4018;10.24;96.7904;0.002
0.0;0.4091;-1.2793;2.8505;0.0
0.0;0.4149;39.8736;1556.9879;0.026
0.0;0.4654;-16.1804;277.0796;0.005
0.0;0.513;-5.9894;42.2803;0.001
0.0;0.5413;-0.9891;2.342;0.0
0.0;0.5545;4.7759;17.8203;0.0
0.0;0.5571;4.1668;13.0299;0.0
0.0;0.5615;-1.2291;3.2063;0.0
0.0;0.5602;5.321;22.6651;0.0
0.0;0.5349;16.0772;241.5641;0.004
0.0;0.5101;2.6043;4.3858;0.0
0.0;0.5198;1.918;1.9548;0.0
0.0;0.5376;-0.0323;0.3248;0.0
0.0;0.549;-2.7176;10.6708;0.0
0.0;0.5881;3.8793;10.8317;0.0
