timestamp,close,ma5,ma30,ma200,rsi
2010-08-05 16:00:00,4.09,4.06564,4.182106666666667,4.029796999999999,39.67714528462194
2010-08-06 10:00:00,3.962,4.05244,4.1823733333333335,4.031416999999999,22.14765100671144
2010-08-06 11:00:00,3.932,4.0296400000000006,4.180506666666667,4.032686999999999,29.909365558912384
2010-08-06 12:00:00,3.94,4.0036000000000005,4.1739733333333335,4.033267,23.482849604221755
2010-08-06 13:00:00,3.94,3.9728,4.168106666666667,4.031067,22.66666666666676
2010-08-06 14:00:00,3.943,3.9434,4.162006666666667,4.027022,20.41166380789029
2010-08-09 10:00:00,3.966,3.9442,4.156339999999999,4.021352,26.89393939393948
2010-08-09 11:00:00,3.948,3.947400000000001,4.149673333333333,4.015712000000001,19.841269841269963
2010-08-09 12:00:00,3.938,3.947,4.141473333333334,4.009902,27.855153203342724
2010-08-09 14:00:00,3.934,3.9458,4.134206666666667,4.003086,31.44654088050332
2010-08-09 15:00:00,3.91,3.939200000000001,4.125606666666666,3.994936,31.44654088050332
2010-08-09 16:00:00,3.92,3.9300000000000006,4.113606666666667,3.986876000000001,29.67741935483869
2010-08-10 10:00:00,3.838,3.908,4.09714,3.978169,18.43393148450255
2010-08-10 11:00:00,3.802,3.8808,4.0798733333333335,3.969769,11.578947368421057
2010-08-10 12:00:00,3.768,3.8476,4.060473333333333,3.962929,10.731707317073187
2010-08-10 13:00:00,3.772,3.82,4.040406666666667,3.958129,16.78321678321676
2010-08-10 14:00:00,3.78,3.792,4.023593333333333,3.953479,21.212121212121204
2010-08-10 15:00:00,3.83,3.7904,4.002593333333333,3.948149,32.02614379084972
2010-08-10 16:00:00,3.806,3.7912,3.989526666666667,3.942259,29.696969696969745
2010-08-11 10:00:00,3.708,3.7792,3.9710733333333335,3.936139,22.352941176470623
2010-08-11 11:00:00,3.6619,3.75718,3.95087,3.9301285,16.06784199955368
2010-08-11 12:00:00,3.636,3.72838,3.9291366666666665,3.9274285,15.789473684210549
2010-08-11 14:00:00,3.618,3.68598,3.909403333333333,3.9235285,15.517241379310349
2010-08-11 16:00:00,3.58,3.64078,3.887003333333333,3.9197225,14.457831325301214
2010-08-11 18:00:00,3.57,3.61318,3.869436666666666,3.9160125,14.876033057851233
2010-08-12 08:00:00,3.57,3.5948,3.85337,3.9119625,13.080168776371352
2010-08-12 10:00:00,3.498,3.5672,3.8357033333333335,3.9076025,13.36206896551728
2010-08-12 11:00:00,3.494,3.5424,3.817303333333333,3.9029725,14.351851851851904
2010-08-12 12:00:00,3.5,3.5264,3.7982966666666655,3.8999075,16.831683168316843
2010-08-12 13:00:00,3.519,3.5162,3.77913,3.8968925,19.80906921241055
2010-08-12 14:00:00,3.508,3.5038000000000005,3.75973,3.8937945,17.772511848341267
2010-08-12 15:00:00,3.506,3.5054000000000003,3.74453,3.8920045,6.6844919786096
2010-08-12 16:00:00,3.52,3.5106,3.730796666666666,3.8899825,10.714285714285737
2010-08-13 09:00:00,3.554,3.5214,3.71793,3.888552,24.3333333333333
2010-08-13 10:00:00,3.554,3.5284,3.705063333333333,3.887132,28.751476959432797
2010-08-13 14:00:00,3.6662,3.56004,3.695836666666666,3.886063000000001,54.43856554967663
2010-08-13 15:00:00,3.636,3.58604,3.684836666666667,3.886123,52.553916004540326
2010-08-13 16:00:00,3.664,3.61484,3.67537,3.885713,62.26635514018693
2010-08-16 10:00:00,3.6601,3.63606,3.6661066666666655,3.8856135,63.39577757954209
2010-08-16 12:00:00,3.706,3.66646,3.658506666666667,3.8862035,67.79173207744637
2010-08-16 13:00:00,3.7337,3.67996,3.65263,3.887523,84.8771825984018
2010-08-16 14:00:00,3.7378,3.70032,3.6465566666666662,3.889202,86.06508875739637
2010-08-16 15:00:00,3.746,3.71672,3.64349,3.891932,86.15520282186941
2010-08-16 16:00:00,3.756,3.7359,3.6419566666666663,3.894602,85.77898550724629
2010-08-17 10:00:00,3.85,3.7647,3.64469,3.897452,91.28440366972472
2010-08-17 11:00:00,3.82,3.78196,3.64629,3.900383,85.50429669832651
2010-08-17 12:00:00,3.828,3.8,3.64789,3.903853,85.30490600641903
2010-08-17 14:00:00,3.852,3.8212,3.648623333333333,3.907623000000001,84.96011262318156
2010-08-17 15:00:00,3.86,3.842,3.650423333333333,3.911583,85.23721787194837
2010-08-17 16:00:00,3.836,3.8392,3.65469,3.915353,74.53757225433522
2010-08-18 10:00:00,3.85,3.8452,3.66096,3.918843,82.44390539721033
2010-08-18 11:00:00,3.806,3.8408,3.6666266666666663,3.922073,70.53209947946783
2010-08-18 13:00:00,3.758,3.822,3.671293333333333,3.925013,62.55450115414207
2010-08-18 14:00:00,3.76,3.802000000000001,3.6772933333333335,3.928013,57.80346820809245
2010-08-18 15:00:00,3.74,3.7828,3.68296,3.9304830000000006,50.93112621933201
2010-08-18 16:00:00,3.754,3.7636,3.6890933333333336,3.933323,52.32624928202182
2010-08-19 10:00:00,3.71,3.7444,3.69616,3.935877,45.31249999999999
2010-08-19 11:00:00,3.688,3.7304,3.7026266666666663,3.937977,41.41414141414146
2010-08-19 12:00:00,3.69,3.7164,3.70896,3.939747000000001,23.68421052631571
2010-08-19 13:00:00,3.75,3.7184,3.71666,3.941037,39.52095808383234
2010-08-19 14:00:00,3.822,3.732,3.7271266666666665,3.942647,49.24623115577892
2010-08-19 15:00:00,3.774,3.7448,3.73606,3.944317,40.75829383886256
2010-08-20 10:00:00,3.722,3.7516,3.742793333333333,3.946147,35.19313304721028
2010-08-20 11:00:00,3.794,3.7724,3.750793333333333,3.947787,45.91439688715955
2010-08-20 13:00:00,3.792,3.7808,3.7587266666666665,3.949497,44.22310756972108
2010-08-20 14:00:00,3.806,3.777600000000001,3.763386666666667,3.9512769999999993,50.0
2010-08-20 15:00:00,3.804,3.7836,3.768986666666666,3.952697,55.39906103286384
2010-08-20 16:00:00,3.8005,3.7993,3.7735366666666654,3.9540995,54.73684210526319
2010-08-23 10:00:00,3.832,3.8069,3.7792666666666666,3.9558995,60.47835990888378
2010-08-23 11:00:00,3.872,3.8229,3.7848,3.9579995,62.68817204301073
2010-08-23 12:00:00,3.998,3.8613,3.79361,3.960197,76.3254113345521
2010-08-23 13:00:00,3.982,3.8969,3.80175,3.962317,77.17190388170052
2010-08-23 15:00:00,4.05,3.946800000000001,3.811883333333333,3.965202,79.65403624382203
2010-08-23 16:00:00,4.03,3.9864000000000006,3.8210166666666665,3.968263,74.69135802469137
2010-08-24 09:00:00,3.88,3.988,3.822016666666667,3.970513,54.49612403100773
2010-08-24 10:00:00,3.87,3.9624,3.823683333333333,3.972783,57.90774299835255
2010-08-24 11:00:00,3.886,3.9432,3.825616666666667,3.975138,64.36077057793347
2010-08-24 14:00:00,3.831,3.8994,3.8249166666666663,3.977253,53.339350180505406
2010-08-24 15:00:00,3.85,3.8634,3.824583333333333,3.979413,55.07880910683014
2010-08-24 16:00:00,3.84,3.8554,3.8247166666666663,3.981463,52.99823633156964
2010-08-25 10:00:00,3.722,3.8258,3.82045,3.982673,43.99707174231333
2010-08-25 11:00:00,3.801,3.8088,3.820283333333333,3.983628,50.03295978905736
2010-08-25 12:00:00,3.816,3.8058,3.822216666666667,3.984488,48.92183288409703
2010-08-25 13:00:00,3.87,3.8098,3.825883333333333,3.985698,49.86772486772488
2010-08-25 15:00:00,3.956,3.833,3.8330833333333336,3.987328,47.06703910614522
2010-08-25 16:00:00,3.98,3.8846,3.8406166666666666,3.989288,49.861878453038656
2010-08-26 10:00:00,3.9667,3.91774,3.849173333333333,3.9904615,43.777080531899
2010-08-26 11:00:00,3.936,3.94174,3.85744,3.9906615,43.08823529411763
2010-08-26 13:00:00,3.932,3.95414,3.865506666666666,3.9908815,54.8689138576779
2010-08-26 14:00:00,3.932,3.94934,3.871573333333333,3.9909515,55.91603053435113
2010-08-26 15:00:00,3.94,3.94134,3.8755066666666655,3.990862,55.23255813953487
2010-08-26 16:00:00,3.95,3.938,3.881373333333333,3.990812,62.63269639065818
2010-08-27 11:00:00,3.94,3.938800000000001,3.88864,3.990712,59.74025974025971
2010-08-27 12:00:00,3.9404,3.94048,3.89352,3.990464,61.096374889478334
2010-08-27 13:00:00,3.942,3.94248,3.89852,3.990404,82.7380952380952
