timestamp,close,ma5,ma30,ma200,rsi,close_t_1_prev,transformer_pred,RF_pred,GBM_pred,ma5_deviation_discrete,ma30_deviation_discrete,ma200_deviation_discrete,close_t_1_prev
2019-01-30 06:00:00,39.8281,39.63502,38.31762,37.389652,71.00696146681045,39.6721,39.96,37.6727,37.67329144395023,6.0,9.0,9.0,
2019-01-30 08:00:00,39.6745,39.7818,38.40588333333333,37.427481,67.69715791454928,39.8647,39.77,37.6727,37.67329144395023,3.0,9.0,9.0,39.8281
2019-01-30 10:00:00,39.1832,39.61234,38.47573666666666,37.4605755,65.29849810696288,39.5112,39.21,39.45183819645862,39.45562166312618,0.0,7.0,8.0,39.6745
2019-01-30 12:00:00,39.5584,39.50866,38.57207666666668,37.495544,66.19057670208022,39.616,39.47,39.59556883690605,39.599929719026704,5.0,8.0,9.0,39.1832
2019-01-30 14:00:00,39.8165,39.57606,38.71200666666667,37.5314495,75.85510601098278,39.7062,39.97,40.17501536782048,40.17780955047559,6.0,8.0,9.0,39.5584
2019-01-30 16:00:00,40.2865,39.963,38.888533333333335,37.573289,68.01410585217992,40.4474,40.6,40.281622911163055,40.28372844291494,7.0,9.0,9.0,39.8165
2019-01-30 18:00:00,40.3084,40.251,39.04343666666667,37.616896,57.809496689684615,40.3962,40.34,40.28629138453077,40.28701637516893,5.0,9.0,9.0,40.2865
2019-01-31 08:00:00,40.5962,40.48206,39.36991666666666,37.7086895,68.1002317269548,40.545,40.64,40.2865,40.28713247940022,5.0,8.0,9.0,40.3084
2019-01-31 10:00:00,40.6254,40.57276,39.5323,37.7549605,82.75940396147513,40.5376,40.64,40.89229854444604,40.88998764023778,5.0,8.0,9.0,40.5962
2019-01-31 12:00:00,41.1448,40.78302,39.72396,37.803849,85.56631692224867,41.0111,41.17,40.972568800383584,40.975163007488746,8.0,9.0,9.0,40.6254
2019-01-31 14:00:00,40.8205,40.89102,39.90222333333333,37.84988799999999,71.86030308308648,40.8533,40.73,40.71884487516242,40.72225672077513,3.0,7.0,9.0,41.1448
2019-01-31 16:00:00,40.5815,40.806560000000005,40.08419333333334,37.8924345,58.45950906171137,40.6327,40.85,40.57600941520083,40.57870814804346,2.0,6.0,9.0,40.8205
2019-01-31 18:00:00,40.6449,40.67124,40.23747666666667,37.935091,60.05738537868368,40.6766,40.61,40.581289856933104,40.582020156353074,4.0,5.0,9.0,40.5815
2019-02-01 08:00:00,40.6071,40.63296,40.322363333333335,37.9926385,52.14893764274347,40.6157,40.62,40.5815,40.58213711076365,4.0,5.0,9.0,40.6449
2019-02-01 10:00:00,40.8205,40.68272,40.38494666666666,38.0330645,59.134646432031175,40.7498,40.72,41.05425113920904,41.05193108274116,5.0,6.0,9.0,40.6071
2019-02-01 12:00:00,40.9302,40.81404,40.47518333333333,38.072506,46.76270508203282,40.9626,41.06,40.79132378453399,40.79253756991612,5.0,6.0,9.0,40.8205
2019-02-01 14:00:00,40.6912,40.832800000000006,40.563566666666674,38.107201,42.37750399699071,40.7595,40.63,40.53647343085685,40.53887339327272,3.0,4.0,9.0,40.9302
2019-02-01 16:00:00,40.6547,40.71026,40.62709333333334,38.144494,50.95057034220526,40.5157,40.94,40.65196536978654,40.65428417497179,3.0,4.0,9.0,40.6912
