2021-01-04 04:07:00,523.0195,523.0195,522.6196,522.6196,357
2021-01-04 04:16:00,524.6189,524.7989,524.6189,524.7989,696
2021-01-04 04:17:00,524.7089,524.7089,524.7089,524.7089,100
2021-01-04 04:24:00,524.8189,524.8189,524.8189,524.8189,262
2021-01-04 04:59:00,526.0884,526.0884,526.0884,526.0884,140
2021-01-04 05:14:00,525.8185,525.8185,525.8185,525.8185,150
2021-01-04 05:19:00,525.3387,525.3387,525.3387,525.3387,100
2021-01-04 05:21:00,525.3387,525.3387,525.3387,525.3387,242
2021-01-04 05:27:00,525.3187,525.3187,525.3187,525.3187,100
2021-01-04 05:58:00,525.3187,525.3187,525.3187,525.3187,100
2021-01-04 06:09:00,525.3187,525.3187,525.3187,525.3187,496
2021-01-04 06:11:00,525.3187,525.3187,525.3187,525.3187,100
2021-01-04 06:13:00,525.3187,525.3187,525.3187,525.3187,100
2021-01-04 06:57:00,524.1291,524.1291,524.1291,524.1291,200
2021-01-04 06:58:00,524.419,524.419,524.419,524.419,100
2021-01-04 07:00:00,524.7189,524.7189,523.8292,523.8292,1843
2021-01-04 07:05:00,523.2194,523.2994,523.2194,523.2994,928
2021-01-04 07:07:00,523.6193,523.6193,523.6193,523.6193,100
2021-01-04 07:08:00,523.7692,523.8192,523.7692,523.8192,250
2021-01-04 07:10:00,523.8192,523.8192,523.8192,523.8192,100
2021-01-04 07:16:00,524.459,524.459,524.459,524.459,101
2021-01-04 07:18:00,524.7789,524.7789,524.7589,524.7589,300
2021-01-04 07:19:00,524.7589,524.7889,524.7589,524.7889,200
2021-01-04 07:20:00,524.8189,524.8189,524.8189,524.8189,400
2021-01-04 07:24:00,524.8189,524.9488,524.8189,524.9488,489
2021-01-04 07:25:00,525.0288,525.1987,525.0288,525.1987,845
2021-01-04 07:31:00,524.8888,524.8888,524.8688,524.8688,938
2021-01-04 07:32:00,524.8189,524.8189,524.8189,524.8189,100
2021-01-04 07:36:00,525.0188,525.0188,525.0188,525.0188,600
2021-01-04 07:37:00,524.8389,524.8389,524.8389,524.8389,100
2021-01-04 07:41:00,525.0188,525.0188,525.0188,525.0188,100
2021-01-04 07:44:00,525.0588,525.0588,525.0188,525.0188,200
2021-01-04 07:53:00,524.9688,524.9688,524.9688,524.9688,428
2021-01-04 08:00:00,525.3564,525.3564,524.419,525.0188,891
2021-01-04 08:01:00,525.1188,525.1188,525.1188,525.1188,100
2021-01-04 08:04:00,525.2187,525.2187,525.2187,525.2187,115
2021-01-04 08:05:00,525.3187,525.3187,525.3187,525.3187,300
2021-01-04 08:08:00,525.1188,525.1188,525.1188,525.1188,200
2021-01-04 08:10:00,525.0188,525.0188,525.0188,525.0188,100
2021-01-04 08:14:00,525.0188,525.0188,525.0188,525.0188,142
2021-01-04 08:15:00,524.9688,524.9688,524.9688,524.9688,454
2021-01-04 08:16:00,525.0688,525.0688,525.0688,525.0688,100
2021-01-04 08:18:00,525.0688,525.0688,525.0688,525.0688,100
2021-01-04 08:23:00,525.2987,525.3187,525.2987,525.3187,374
2021-01-04 08:24:00,525.2887,525.4187,525.2887,525.4187,1241
2021-01-04 08:29:00,525.3987,525.3987,525.3987,525.3987,168
2021-01-04 08:32:00,525.6086,525.6086,525.6086,525.6086,100
2021-01-04 08:33:00,525.0188,525.0188,525.0188,525.0188,100
2021-01-04 08:36:00,525.5886,525.6286,525.5886,525.6286,588
2021-01-04 08:37:00,525.7185,525.8185,525.7185,525.8185,400
2021-01-04 08:38:00,525.6686,525.6686,525.6186,525.6186,268
2021-01-04 08:39:00,525.3187,525.7086,525.3187,525.7086,460
2021-01-04 08:41:00,525.4187,525.4187,525.4187,525.4187,163
2021-01-04 08:42:00,525.4886,525.5186,525.4886,525.5186,1168
2021-01-04 08:43:00,525.6686,525.6686,525.6686,525.6686,130
2021-01-04 08:45:00,525.7985,525.8185,525.7985,525.8185,777
2021-01-04 08:46:00,525.3287,525.3287,525.3187,525.3187,248
2021-01-04 08:48:00,525.4786,525.4786,525.4786,525.4786,127
2021-01-04 08:51:00,525.8085,525.8085,525.8085,525.8085,100
2021-01-04 08:53:00,525.6686,525.8185,525.6686,525.7885,300
2021-01-04 08:55:00,525.6686,525.6686,525.6686,525.6686,264
2021-01-04 08:57:00,525.4986,525.4986,525.3487,525.3487,342
2021-01-04 08:58:00,525.3187,525.3187,525.3187,525.3187,100
2021-01-04 09:00:00,525.4686,525.4686,525.3187,525.3187,224
2021-01-04 09:01:00,525.3787,525.3787,525.3787,525.3787,107
